"USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,037021,CME ,00,037 ,   47559,    1590,    2530,     400,   45489,   44629,   47479,   47559,      80,       0,   47559,    1590,    2530,     400,   45489,   44629,   47479,   47559,      80,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -736,     440,     515,    -200,    -976,   -1051,    -736,    -736,       0,       0,  100.0,    3.3,    5.3,    0.8,   95.6,   93.8,   99.8,  100.0,    0.2,    0.0,  100.0,    3.3,    5.3,    0.8,   95.6,   93.8,   99.8,  100.0,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      5,      2,      1,     15,     15,     21,     17,     27,      5,      2,      1,     15,     15,     21,     17,      0,      0,      0,      0,      0,      0,      0,      0,    76.6,    71.1,    90.9,    89.5,    39.4,    33.5,    44.0,    42.9,    76.6,    71.1,    90.9,    89.5,    39.4,    33.5,    44.0,    42.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 25 METRIC TONS)","037021","CME ","037 "
"ROUGH RICE - CHICAGO BOARD OF TRADE",260519,2026-05-19,039601,CBT ,00,039 ,   12720,    3874,    4713,    1387,    4253,    5120,    9514,   11220,    3206,    1500,   10685,    4334,    4792,      20,    3645,    4631,    7999,    9443,    2686,    1242,    2035,     739,    1120,     168,     608,     489,    1515,    1777,     520,     258,     352,     766,     345,     -64,    1050,    1481,    1752,    1762,   -1400,   -1410,  100.0,   30.5,   37.1,   10.9,   33.4,   40.3,   74.8,   88.2,   25.2,   11.8,  100.0,   40.6,   44.8,    0.2,   34.1,   43.3,   74.9,   88.4,   25.1,   11.6,  100.0,   36.3,   55.0,    8.3,   29.9,   24.0,   74.4,   87.3,   25.6,   12.7,     88,     30,     22,     13,     20,     19,     59,     47,     84,     29,     21,      2,     17,     17,     48,     38,     34,     11,      8,      6,      7,      8,     20,     20,    18.7,    28.9,    31.2,    44.9,    17.0,    27.6,    28.7,    43.1,    21.9,    31.1,    36.1,    49.5,    21.9,    31.0,    36.1,    49.3,    35.2,    58.3,    51.4,    73.1,    33.7,    54.6,    49.3,    68.4,"(CONTRACTS OF 200,000 POUNDS)","039601","CBT ","039 "
"FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.",260519,2026-05-19,040701,ICUS,01,040 ,    8298,    4182,    2405,     398,    2317,    3917,    6897,    6720,    1401,    1578,    8194,    4224,    2405,     356,    2216,    3893,    6796,    6654,    1398,    1540,     104,       0,      42,       0,     101,      24,     101,      66,       3,      38,     154,    -142,     550,      99,     964,    -206,     921,     443,    -767,    -289,  100.0,   50.4,   29.0,    4.8,   27.9,   47.2,   83.1,   81.0,   16.9,   19.0,  100.0,   51.5,   29.4,    4.3,   27.0,   47.5,   82.9,   81.2,   17.1,   18.8,  100.0,    0.0,   40.4,    0.0,   97.1,   23.1,   97.1,   63.5,    2.9,   36.5,     48,     16,     15,      6,     12,      8,     31,     27,     48,     16,     15,      6,     12,      8,     31,     27,      8,      0,      2,      0,      3,      3,      3,      5,    34.5,    44.4,    51.8,    58.5,    34.1,    40.7,    50.9,    54.8,    35.0,    44.7,    52.4,    59.0,    34.5,    40.9,    51.6,    55.2,    97.1,    61.5,    97.1,    63.5,    97.1,    61.5,    97.1,    63.5,"(CONTRACTS OF 15,000 POUNDS)","040701","ICUS","040 "
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",260519,2026-05-19,042601,CBT ,00,042 , 4938650,  487295, 2048132,  343496, 3881287, 2383145, 4712078, 4774773,  226572,  163877, 4938650,  487295, 2048132,  343496, 3881287, 2383145, 4712078, 4774773,  226572,  163877,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  142140,   -5424,  -47199,   64276,   86474,  109091,  145326,  126168,   -3186,   15972,  100.0,    9.9,   41.5,    7.0,   78.6,   48.3,   95.4,   96.7,    4.6,    3.3,  100.0,    9.9,   41.5,    7.0,   78.6,   48.3,   95.4,   96.7,    4.6,    3.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    499,     71,     92,     60,    255,    217,    369,    326,    499,     71,     92,     60,    255,    217,    369,    326,      0,      0,      0,      0,      0,      0,      0,      0,    20.9,    20.1,    29.7,    33.1,    18.1,    19.2,    25.9,    31.2,    20.9,    20.1,    29.7,    33.1,    18.1,    19.2,    25.9,    31.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 "
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",260519,2026-05-19,043602,CBT ,00,043 , 5833268,  566207, 1414259,  470154, 4366133, 3579858, 5402494, 5464271,  430774,  368997, 5833268,  566207, 1414259,  470154, 4366133, 3579858, 5402494, 5464271,  430774,  368997,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -33089,  -72177,   -5292, -152684,  181301,  128769,  -43560,  -29207,   10471,   -3882,  100.0,    9.7,   24.2,    8.1,   74.8,   61.4,   92.6,   93.7,    7.4,    6.3,  100.0,    9.7,   24.2,    8.1,   74.8,   61.4,   92.6,   93.7,    7.4,    6.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    439,     74,     73,     59,    234,    198,    343,    296,    439,     74,     73,     59,    234,    198,    343,    296,      0,      0,      0,      0,      0,      0,      0,      0,    28.3,    20.0,    35.6,    29.6,    25.2,    17.7,    31.0,    26.8,    28.3,    20.0,    35.6,    29.6,    25.2,    17.7,    31.0,    26.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 "
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",260519,2026-05-19,043607,CBT ,00,043 , 2615042,  263782,  378736,   58770, 2071478, 1835632, 2394030, 2273138,  221012,  341904, 2615042,  263782,  378736,   58770, 2071478, 1835632, 2394030, 2273138,  221012,  341904,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  127867,    8847,   33900,   19994,   87049,   72508,  115890,  126402,   11977,    1465,  100.0,   10.1,   14.5,    2.2,   79.2,   70.2,   91.5,   86.9,    8.5,   13.1,  100.0,   10.1,   14.5,    2.2,   79.2,   70.2,   91.5,   86.9,    8.5,   13.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    235,     26,     37,     28,    129,    129,    173,    177,    235,     26,     37,     28,    129,    129,    173,    177,      0,      0,      0,      0,      0,      0,      0,      0,    24.0,    21.3,    36.4,    31.3,    15.6,    14.2,    26.1,    21.4,    24.0,    21.3,    36.4,    31.3,    15.6,    14.2,    26.1,    21.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 "
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",260519,2026-05-19,04360Y,CBT ,00,043 ,    4704,    3950,    2340,      34,     100,     771,    4084,    3145,     620,    1559,    4704,    3950,    2340,      34,     100,     771,    4084,    3145,     620,    1559,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1684,    1480,    1014,      -4,       0,     311,    1476,    1321,     208,     363,  100.0,   84.0,   49.7,    0.7,    2.1,   16.4,   86.8,   66.9,   13.2,   33.1,  100.0,   84.0,   49.7,    0.7,    2.1,   16.4,   86.8,   66.9,   13.2,   33.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     36,      9,     25,      2,      1,      1,     12,     26,     36,      9,     25,      2,      1,      1,     12,     26,      0,      0,      0,      0,      0,      0,      0,      0,    80.6,    33.8,    84.8,    48.4,    80.6,    33.3,    84.8,    48.0,    80.6,    33.8,    84.8,    48.4,    80.6,    33.3,    84.8,    48.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1000 x Index Points)","04360Y","CBT ","043 "
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",260519,2026-05-19,044601,CBT ,00,044 , 6977994,  694412, 2044928,  426041, 5418755, 4035874, 6539208, 6506843,  438786,  471151, 6977994,  694412, 2044928,  426041, 5418755, 4035874, 6539208, 6506843,  438786,  471151,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  208679,  -28218,  -39847,  133246,  102041,   17878,  207069,  111277,    1610,   97402,  100.0,   10.0,   29.3,    6.1,   77.7,   57.8,   93.7,   93.2,    6.3,    6.8,  100.0,   10.0,   29.3,    6.1,   77.7,   57.8,   93.7,   93.2,    6.3,    6.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    456,     73,     64,     49,    241,    230,    338,    320,    456,     73,     64,     49,    241,    230,    338,    320,      0,      0,      0,      0,      0,      0,      0,      0,    29.7,    20.4,    39.1,    30.4,    28.2,    19.6,    35.4,    27.1,    29.7,    20.4,    39.1,    30.4,    28.2,    19.6,    35.4,    27.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 "
"FED FUNDS - CHICAGO BOARD OF TRADE",260519,2026-05-19,045601,CBT ,00,045 , 1908126,  208071,  304895,  377998, 1279497, 1190304, 1865566, 1873197,   42560,   34929, 1908126,  208071,  304895,  377998, 1279497, 1190304, 1865566, 1873197,   42560,   34929,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  128774,   -3337,   51487,   44199,   82410,   25099,  123272,  120785,    5502,    7989,  100.0,   10.9,   16.0,   19.8,   67.1,   62.4,   97.8,   98.2,    2.2,    1.8,  100.0,   10.9,   16.0,   19.8,   67.1,   62.4,   97.8,   98.2,    2.2,    1.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    147,     28,     29,     42,     77,     77,    127,    127,    147,     28,     29,     42,     77,     77,    127,    127,      0,      0,      0,      0,      0,      0,      0,      0,    21.3,    22.5,    36.2,    36.3,    16.1,    14.1,    24.6,    21.0,    21.3,    22.5,    36.2,    36.3,    16.1,    14.1,    24.6,    21.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 "
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,047745,CME ,00,047 ,   23002,     643,   10404,    2739,   19551,    9812,   22933,   22955,      69,      47,   23002,     643,   10404,    2739,   19551,    9812,   22933,   22955,      69,      47,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -166,      15,    -190,      17,    -158,      20,    -126,    -153,     -40,     -13,  100.0,    2.8,   45.2,   11.9,   85.0,   42.7,   99.7,   99.8,    0.3,    0.2,  100.0,    2.8,   45.2,   11.9,   85.0,   42.7,   99.7,   99.8,    0.3,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      5,      9,      9,     14,     14,     27,     25,     35,      5,      9,      9,     14,     14,     27,     25,      0,      0,      0,      0,      0,      0,      0,      0,    69.7,    53.4,    83.4,    77.6,    66.4,    45.6,    74.6,    64.5,    69.7,    53.4,    83.4,    77.6,    66.4,    45.6,    74.6,    64.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 "
"BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,050642,CME ,00,050 ,   17743,     298,    4819,     461,   16027,   12230,   16786,   17510,     957,     233,   17743,     298,    4819,     461,   16027,   12230,   16786,   17510,     957,     233,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     838,      75,     150,     -16,     664,     669,     723,     803,     115,      35,  100.0,    1.7,   27.2,    2.6,   90.3,   68.9,   94.6,   98.7,    5.4,    1.3,  100.0,    1.7,   27.2,    2.6,   90.3,   68.9,   94.6,   98.7,    5.4,    1.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     58,      2,      9,      5,     39,     30,     45,     40,     58,      2,      9,      5,     39,     30,     45,     40,      0,      0,      0,      0,      0,      0,      0,      0,    42.6,    39.3,    56.8,    59.0,    38.8,    37.9,    51.9,    53.8,    42.6,    39.3,    56.8,    59.0,    38.8,    37.9,    51.9,    53.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 20,000 POUNDS)","050642","CME ","050 "
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,052641,CME ,00,052 ,   28690,    2525,   10062,    1171,   22801,   12240,   26497,   23473,    2193,    5217,   28690,    2525,   10062,    1171,   22801,   12240,   26497,   23473,    2193,    5217,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1896,     152,    1175,     294,    1316,    -125,    1762,    1344,     134,     552,  100.0,    8.8,   35.1,    4.1,   79.5,   42.7,   92.4,   81.8,    7.6,   18.2,  100.0,    8.8,   35.1,    4.1,   79.5,   42.7,   92.4,   81.8,    7.6,   18.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     82,      7,     33,     13,     25,     28,     43,     63,     82,      7,     33,     13,     25,     28,     43,     63,      0,      0,      0,      0,      0,      0,      0,      0,    50.7,    27.2,    66.8,    42.8,    50.2,    23.2,    65.7,    38.0,    50.7,    27.2,    66.8,    42.8,    50.2,    23.2,    65.7,    38.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 200,000 POUNDS)","052641","CME ","052 "
"NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,052642,CME ,00,052 ,   13407,     862,    4350,     760,   10749,    8008,   12371,   13118,    1036,     289,   13407,     862,    4350,     760,   10749,    8008,   12371,   13118,    1036,     289,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     552,      18,     232,     127,     390,     234,     535,     593,      17,     -41,  100.0,    6.4,   32.4,    5.7,   80.2,   59.7,   92.3,   97.8,    7.7,    2.2,  100.0,    6.4,   32.4,    5.7,   80.2,   59.7,   92.3,   97.8,    7.7,    2.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     58,      6,      7,      5,     36,     32,     44,     42,     58,      6,      7,      5,     36,     32,     44,     42,      0,      0,      0,      0,      0,      0,      0,      0,    27.8,    41.2,    42.8,    64.4,    26.6,    41.2,    40.0,    62.2,    27.8,    41.2,    42.8,    64.4,    26.6,    41.2,    40.0,    62.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 44,000 LBS.)","052642","CME ","052 "
"CME MILK IV - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,052644,CME ,00,052 ,   14471,    6606,     910,     701,    7134,   11689,   14441,   13300,      30,    1171,   14471,    6606,     910,     701,    7134,   11689,   14441,   13300,      30,    1171,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     505,     332,      17,      93,      74,     359,     499,     469,       6,      36,  100.0,   45.6,    6.3,    4.8,   49.3,   80.8,   99.8,   91.9,    0.2,    8.1,  100.0,   45.6,    6.3,    4.8,   49.3,   80.8,   99.8,   91.9,    0.2,    8.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,      5,      6,      5,     10,     34,     18,     42,     51,      5,      6,      5,     10,     34,     18,     42,      0,      0,      0,      0,      0,      0,      0,      0,    77.7,    48.8,    93.2,    61.2,    75.6,    47.7,    90.1,    59.4,    77.7,    48.8,    93.2,    61.2,    75.6,    47.7,    90.1,    59.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 200,000 POUNDS)","052644","CME ","052 "
"DRY WHEY - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,052645,CME ,00,063 ,    3744,       7,    1267,      95,    3022,    2150,    3124,    3512,     620,     232,    3744,       7,    1267,      95,    3022,    2150,    3124,    3512,     620,     232,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     188,       7,      40,      37,     144,      82,     188,     159,       0,      29,  100.0,    0.2,   33.8,    2.5,   80.7,   57.4,   83.4,   93.8,   16.6,    6.2,  100.0,    0.2,   33.8,    2.5,   80.7,   57.4,   83.4,   93.8,   16.6,    6.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      1,      4,      4,     12,      9,     16,     14,     20,      1,      4,      4,     12,      9,     16,     14,      0,      0,      0,      0,      0,      0,      0,      0,    57.2,    62.3,    73.1,    84.4,    57.2,    61.1,    71.3,    79.3,    57.2,    62.3,    73.1,    84.4,    57.2,    61.1,    71.3,    79.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 44,000 LBS.)","052645","CME ","063 "
"LEAN HOGS - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,054642,CME ,00,054 ,  326378,   89006,   96203,   84335,  129862,  119634,  303203,  300172,   23175,   26206,  250977,   72888,   89994,   57332,  103042,   84170,  233262,  231496,   17715,   19481,   75401,   38721,   28812,    4400,   26820,   35464,   69941,   68676,    5460,    6725,    5092,   -1897,    2966,    6555,    1385,   -3488,    6043,    6033,    -951,    -941,  100.0,   27.3,   29.5,   25.8,   39.8,   36.7,   92.9,   92.0,    7.1,    8.0,  100.0,   29.0,   35.9,   22.8,   41.1,   33.5,   92.9,   92.2,    7.1,    7.8,  100.0,   51.4,   38.2,    5.8,   35.6,   47.0,   92.8,   91.1,    7.2,    8.9,    341,    101,     94,    120,     96,     97,    262,    264,    333,     86,    116,    115,     80,     88,    241,    252,    180,     62,     23,     27,     49,     71,    119,    115,    14.5,    13.7,    23.3,    22.6,    14.3,    12.4,    22.4,    20.3,    15.9,    14.7,    23.7,    25.0,    15.7,    13.3,    23.2,    21.8,    20.5,    21.9,    35.3,    37.0,    20.4,    21.9,    35.2,    37.0,"(CONTRACTS OF 40,000 POUNDS)","054642","CME ","054 "
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,057642,CME ,00,057 ,  364542,  156500,   65611,   73412,  104747,  183045,  334659,  322068,   29883,   42474,  364542,  156500,   65611,   73412,  104747,  183045,  334659,  322068,   29883,   42474,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9547,   -1607,    2009,    9027,    7769,    8290,   15189,   19326,   -5642,   -9779,  100.0,   42.9,   18.0,   20.1,   28.7,   50.2,   91.8,   88.3,    8.2,   11.7,  100.0,   42.9,   18.0,   20.1,   28.7,   50.2,   91.8,   88.3,    8.2,   11.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    428,    144,     59,    114,    109,    180,    314,    316,    428,    144,     59,    114,    109,    180,    314,    316,      0,      0,      0,      0,      0,      0,      0,      0,    14.0,    13.9,    22.7,    23.6,    13.6,    13.7,    20.3,    22.5,    14.0,    13.9,    22.7,    23.6,    13.6,    13.7,    20.3,    22.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)","057642","CME ","057 "
"LUMBER - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,058644,CME ,00,058 ,    9115,    1849,    6546,      41,    6405,    1848,    8295,    8435,     820,     680,    9115,    1849,    6546,      41,    6405,    1848,    8295,    8435,     820,     680,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -233,     183,    -199,     -33,    -421,      24,    -271,    -208,      38,     -25,  100.0,   20.3,   71.8,    0.4,   70.3,   20.3,   91.0,   92.5,    9.0,    7.5,  100.0,   20.3,   71.8,    0.4,   70.3,   20.3,   91.0,   92.5,    9.0,    7.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     73,     12,     37,      3,     18,     11,     32,     50,     73,     12,     37,      3,     18,     11,     32,     50,      0,      0,      0,      0,      0,      0,      0,      0,    46.2,    37.3,    64.0,    55.9,    46.0,    37.3,    63.6,    55.9,    46.2,    37.3,    64.0,    55.9,    46.0,    37.3,    63.6,    55.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 27,500 BOARD FEET)","058644","CME ","058 "
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,061641,CME ,00,061 ,   63984,   30272,   23736,   10313,   13917,   16053,   54502,   50102,    9482,   13882,   63984,   30272,   23736,   10313,   13917,   16053,   54502,   50102,    9482,   13882,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      28,     451,     -82,     324,     470,    1753,    1245,    1995,   -1217,   -1967,  100.0,   47.3,   37.1,   16.1,   21.8,   25.1,   85.2,   78.3,   14.8,   21.7,  100.0,   47.3,   37.1,   16.1,   21.8,   25.1,   85.2,   78.3,   14.8,   21.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    274,     89,     57,     65,     56,     93,    178,    192,    274,     89,     57,     65,     56,     93,    178,    192,      0,      0,      0,      0,      0,      0,      0,      0,    13.9,    16.8,    23.3,    27.0,    11.8,    15.9,    20.1,    23.6,    13.9,    16.8,    23.3,    27.0,    11.8,    15.9,    20.1,    23.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)","061641","CME ","061 "
"CHEESE (CASH-SETTLED) - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,063642,CME ,00,063 ,   28565,     126,    8829,    1009,   26706,   17937,   27841,   27775,     724,     790,   28565,     126,    8829,    1009,   26706,   17937,   27841,   27775,     724,     790,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1324,      -8,     697,     162,    1133,     407,    1287,    1266,      37,      58,  100.0,    0.4,   30.9,    3.5,   93.5,   62.8,   97.5,   97.2,    2.5,    2.8,  100.0,    0.4,   30.9,    3.5,   93.5,   62.8,   97.5,   97.2,    2.5,    2.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     77,      3,     29,     11,     33,     28,     45,     59,     77,      3,     29,     11,     33,     28,     45,     59,      0,      0,      0,      0,      0,      0,      0,      0,    51.5,    39.9,    72.9,    59.6,    51.1,    38.3,    72.3,    57.7,    51.5,    39.9,    72.9,    59.6,    51.1,    38.3,    72.3,    57.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 20,000 POUNDS)","063642","CME ","063 "
"MID-C DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV",260519,2026-05-19,064391,IFED,01,064 ,   47021,    7029,    8395,    2795,   36566,   35518,   46390,   46708,     631,     313,   47021,    7029,    8395,    2795,   36566,   35518,   46390,   46708,     631,     313,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1825,    1218,     434,     129,     543,    1289,    1890,    1852,     -65,     -27,  100.0,   14.9,   17.9,    5.9,   77.8,   75.5,   98.7,   99.3,    1.3,    0.7,  100.0,   14.9,   17.9,    5.9,   77.8,   75.5,   98.7,   99.3,    1.3,    0.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     57,      9,     12,     11,     31,     32,     46,     49,     57,      9,     12,     11,     31,     32,     46,     49,      0,      0,      0,      0,      0,      0,      0,      0,    35.0,    45.2,    59.6,    68.1,    31.3,    44.4,    49.2,    60.9,    35.0,    45.2,    59.6,    68.1,    31.3,    44.4,    49.2,    60.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of about 400 MWh)","064391","IFED","064 "
"MID-C DAY-AHEAD OFF-PEAK - ICE FUTURES ENERGY DIV",260519,2026-05-19,064392,IFED,01,064 ,   32190,    4174,    8838,    1779,   25874,   21428,   31827,   32045,     363,     145,   32190,    4174,    8838,    1779,   25874,   21428,   31827,   32045,     363,     145,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1512,    1118,    1114,      -5,     399,     423,    1512,    1532,       0,     -20,  100.0,   13.0,   27.5,    5.5,   80.4,   66.6,   98.9,   99.5,    1.1,    0.5,  100.0,   13.0,   27.5,    5.5,   80.4,   66.6,   98.9,   99.5,    1.1,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,      5,      5,      5,     27,     26,     35,     33,     43,      5,      5,      5,     27,     26,     35,     33,      0,      0,      0,      0,      0,      0,      0,      0,    42.3,    48.2,    60.0,    69.3,    33.8,    42.8,    49.2,    57.6,    42.3,    48.2,    60.0,    69.3,    33.8,    42.8,    49.2,    57.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of about 352 MWh)","064392","IFED","064 "
"PJM WESTERN HUB RT OFF - ICE FUTURES ENERGY DIV",260519,2026-05-19,064394,IFED,01,064 ,  270234,  105946,   12083,   33199,  130030,  224434,  269175,  269716,    1059,     518,  270234,  105946,   12083,   33199,  130030,  224434,  269175,  269716,    1059,     518,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4452,     944,     388,     276,    3305,    3793,    4525,    4457,     -73,      -5,  100.0,   39.2,    4.5,   12.3,   48.1,   83.1,   99.6,   99.8,    0.4,    0.2,  100.0,   39.2,    4.5,   12.3,   48.1,   83.1,   99.6,   99.8,    0.4,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     88,     29,     14,     20,     43,     38,     80,     64,     88,     29,     14,     20,     43,     38,     80,     64,      0,      0,      0,      0,      0,      0,      0,      0,    38.6,    42.9,    52.4,    61.5,    35.1,    35.7,    44.8,    48.9,    38.6,    42.9,    52.4,    61.5,    35.1,    35.7,    44.8,    48.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of about 352 MWh)","064394","IFED","064 "
"SP15 FIN DA PEAK FIXED - ICE FUTURES ENERGY DIV",260519,2026-05-19,064395,IFED,01,064 ,  108901,    9114,   17821,   11406,   87811,   79286,  108331,  108513,     570,     388,  108901,    9114,   17821,   11406,   87811,   79286,  108331,  108513,     570,     388,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2428,     412,     801,     260,    1747,    1366,    2419,    2427,       9,       1,  100.0,    8.4,   16.4,   10.5,   80.6,   72.8,   99.5,   99.6,    0.5,    0.4,  100.0,    8.4,   16.4,   10.5,   80.6,   72.8,   99.5,   99.6,    0.5,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     66,      8,     17,     10,     36,     33,     51,     53,     66,      8,     17,     10,     36,     33,     51,     53,      0,      0,      0,      0,      0,      0,      0,      0,    43.6,    47.7,    73.3,    69.3,    43.1,    45.3,    65.4,    63.1,    43.6,    47.7,    73.3,    69.3,    43.1,    45.3,    65.4,    63.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of about 400 MWh)","064395","IFED","064 "
